Transaction_ID,Date_Time,Branch,Product_Name,Size,Unit_Price,Quantity,Discount_Rate,Topping_Type,Customer_ID,Customer_Age,Customer_Gender,Membership_Status,Payment_Method,Order_Source,Delivery_Time_Min,Delivery_Distance_KM,Staff_ID,Temperature_Celsius,Humidity_Percent,Store_Rating,Is_Public_Holiday,Category,Region,Is_Weekend,Hour_of_Day,Tax_Amount
109226,06/04/2024 02:15,Tanta-Saeed,Rice Pudding Oven,Small,89.17,1,0,Lotus,89381,32,Female,Bronze,Instapay,In-store,64,12.4,114,36,86.4,3,0,Traditional,Delta,1,2,12.48
101526,16/01/2024 21:15,Alex-Stanly,Rice Pudding Nuts,Large,51.2,10,0,Lotus,57248,,Male,Silver,Wallet,ElMenus,84,6,116,15.7,80.7,2,0,Traditional,Alexandria,0,21,71.68
102366,25/01/2024 15:15,Dubai-Marina,Super B.Laban,Small,105.24,4,0.15,Nutella,59587,74,Male,None,Cash,Talabat,104,12.3,132,26.9,21.7,5,0,Signature,UAE,0,15,58.93
104649,18/02/2024 10:00,Mansoura-Mashaya,Super B.Laban,Large,127.44,10,0,Pistachio,68203,,Male,Bronze,Cash,In-store,36,3.4,139,26.2,29,1,0,Signature,Delta,1,10,178.42
100375,04/01/2024 21:30,Cairo-Nasr City,Super B.Laban,Large,100.47,11,0,Nuts,88140,57,,Bronze,Credit Card,In-store,54,1.2,101,44.6,30.6,,0,Signature,Greater Cairo,0,21,154.72
108522,29/03/2024 18:15,Tanta-Saeed,Sweet Koshary Mix,Medium,148.82,10,0,Pistachio,65647,61,Female,None,Wallet,In-store,79,2.9,102,21.7,34.3,,0,Signature,Delta,1,18,208.35
106478,08/03/2024 11:15,Alex-Stanly,Super B.Laban,Medium,169.14,1,0,Lotus,57172,54,Female,Gold,Credit Card,Talabat,75,9.3,142,20.3,39,2,0,Signature,Alexandria,1,11,23.68
100526,06/01/2024 11:15,Dubai-Marina,Om Ali Cream,Large,57.49,9,0,None,51404,58,Male,Gold,Credit Card,In-store,98,11.4,110,20.7,43.2,2,0,Traditional,UAE,1,11,72.44
106896,12/03/2024 19:45,Tanta-Saeed,Ice Cream Mango,Medium,50.89,7,0,Lotus,84287,,Male,Gold,Wallet,In-store,63,12.8,132,36.9,71.1,3,0,Ice Cream,Delta,0,19,49.87
103592,07/02/2024 09:45,Dubai-Marina,Om Ali Cream,Medium,137.63,8,0.15,Pistachio,59112,50,Female,None,Instapay,ElMenus,39,7.4,119,16.5,63.8,3,0,Traditional,UAE,0,9,154.15
107905,23/03/2024 08:00,Mansoura-Mashaya,Ice Cream Mango,Medium,61.36,5,0,Nuts,50243,61,Female,Silver,Cash,ElMenus,16,2.3,140,18.8,60.9,3,0,Ice Cream,Delta,1,8,42.95
102959,31/01/2024 19:30,Alex-Stanly,Sweet Koshary Mix,Medium,48.69,1,0.15,,59769,72,Male,,Cash,ElMenus,30,12.3,116,39.1,44.5,3,1,Signature,Alexandria,0,19,6.82
100530,06/01/2024 12:15,Cairo-Zamalek,Ice Cream Mango,Small,109.44,2,0,Lotus,83982,69,Male,Silver,Instapay,In-store,80,1.7,121,15.3,84.8,1,0,Ice Cream,Greater Cairo,1,12,30.64
103715,08/02/2024 16:30,Mansoura-Mashaya,Super B.Laban,Small,137.22,10,0,Nuts,58920,72,Female,,Wallet,Mobile App,103,4.2,103,19.5,22.1,,0,Signature,Delta,0,16,192.11
104733,19/02/2024 07:00,Mansoura-Mashaya,Sweet Koshary Mix,Small,109.89,10,0.05,Nuts,57408,59,Male,None,Cash,ElMenus,80,14.5,144,37.6,79.2,3,0,Signature,Delta,0,7,153.85
101395,15/01/2024 12:30,Mansoura-Mashaya,Rice Pudding Nuts,Large,156.6,6,0,Lotus,70613,55,Male,Silver,Wallet,Talabat,110,13.2,132,23.5,65.1,3,0,Traditional,Delta,0,12,131.54
105632,28/02/2024 15:45,Mansoura-Mashaya,Rice Pudding Nuts,Medium,111.44,5,0.05,,56937,13,Female,None,Wallet,Talabat,107,11.2,148,16.3,71.8,3,1,Traditional,Delta,0,15,78.01
106564,09/03/2024 08:45,Alex-Stanly,Rice Pudding Oven,Medium,162.18,8,0,Lotus,60788,45,Female,Silver,Credit Card,In-store,100,12.4,146,37.6,73.7,,0,Traditional,Alexandria,1,8,181.64
104704,18/02/2024 23:45,Cairo-Nasr City,Rice Pudding Nuts,Medium,145.25,6,0,,67267,20,Female,None,Instapay,In-store,47,2.4,148,43.4,67.8,2,0,Traditional,Greater Cairo,1,23,122.01
101713,18/01/2024 20:00,Mansoura-Mashaya,Ice Cream Mango,Medium,158.4,11,0,Pistachio,68917,,Female,None,Credit Card,Talabat,23,7.7,132,22.4,46.7,,0,Ice Cream,Delta,0,20,243.94
109756,11/04/2024 14:45,Riyadh-Olaya,Rice Pudding Nuts,Medium,95.79,6,0,Nutella,65953,42,Female,None,Wallet,ElMenus,46,5.9,138,15.3,26.1,,0,Traditional,KSA,0,14,80.46
100956,10/01/2024 22:45,Alex-Stanly,Rice Pudding Nuts,Large,175.89,3,0,None,61573,23,Female,Gold,Cash,In-store,42,6.4,115,27.6,77.6,4,0,Traditional,Alexandria,0,22,73.87
106676,10/03/2024 12:45,Dubai-Marina,Qishtouza Lotus,Medium,45,10,0,Pistachio,86814,72,Female,Silver,Credit Card,ElMenus,30,10.2,106,26.7,70.4,3,0,Modern,UAE,1,12,63
103454,05/02/2024 23:15,Giza-Zayed,Ice Cream Mango,Small,176.76,9,0,,62003,24,Male,Bronze,Cash,ElMenus,72,14.1,147,34.7,71.9,3,0,Ice Cream,Greater Cairo,0,23,222.72
102072,22/01/2024 13:45,Alex-Stanly,Ice Cream Mango,Medium,160.45,2,0,None,54705,59,Female,Bronze,Credit Card,Mobile App,64,0.7,104,27.1,80.6,2,0,Ice Cream,Alexandria,0,13,44.93
109741,11/04/2024 11:00,Tanta-Saeed,Om Ali Cream,Medium,134.41,10,0,Nuts,71257,65,,Bronze,Instapay,Talabat,19,2.4,113,32.6,68.8,4,0,Traditional,Delta,0,11,188.17
100159,02/01/2024 15:30,Cairo-Nasr City,Rice Pudding Nuts,Large,74.8,5,0,Lotus,61813,26,Female,Gold,Wallet,ElMenus,93,5.4,115,33.9,80.2,2,0,Traditional,Greater Cairo,0,15,52.36
107006,13/03/2024 23:15,Alex-Stanly,Ice Cream Mango,Large,58.52,11,0,Pistachio,56906,14,Male,None,Instapay,In-store,70,3.9,114,36.2,64.9,3,0,Ice Cream,Alexandria,0,23,90.12
100353,04/01/2024 16:00,Cairo-Nasr City,Ice Cream Mango,Small,77.9,11,0,Lotus,66655,71,Male,Bronze,Credit Card,Mobile App,16,3.9,126,23.9,77.7,5,0,Ice Cream,Greater Cairo,0,16,119.97
106079,04/03/2024 07:30,Mansoura-Mashaya,Om Ali Cream,Large,137.28,6,0.1,,84301,58,,Gold,Credit Card,Talabat,38,5.1,116,30.2,36.4,4,0,Traditional,Delta,0,7,115.32
106237,05/03/2024 23:00,Dubai-Marina,Ice Cream Mango,Small,41.53,10,0.1,None,89049,66,Male,Gold,Credit Card,ElMenus,75,5.4,105,29,75.2,1,0,Ice Cream,UAE,0,23,58.14
102921,31/01/2024 10:00,Mansoura-Mashaya,Om Ali Cream,Large,156.12,9,0.05,Nuts,56999,,Female,Gold,Wallet,Mobile App,83,4.6,140,18.4,64.6,3,0,Traditional,Delta,0,10,196.71
104645,18/02/2024 09:00,Giza-Zayed,Qishtouza Lotus,Large,90.54,10,0.05,Lotus,86055,28,Female,Silver,Cash,Mobile App,59,0.7,131,17.1,25.1,3,0,Modern,Greater Cairo,1,9,126.76
100662,07/01/2024 21:15,Alex-Stanly,Om Ali Cream,Small,115.33,2,0,Lotus,79843,43,Female,Silver,Cash,Mobile App,76,2.7,141,39.8,76.2,1,0,Traditional,Alexandria,1,21,32.29
107058,14/03/2024 12:15,Riyadh-Olaya,Sweet Koshary Mix,Large,98.37,3,0.05,Nutella,66416,21,Female,Bronze,Cash,Talabat,113,10.6,115,28.1,26.5,3,0,Signature,KSA,0,12,41.32
103666,08/02/2024 04:15,Riyadh-Olaya,Om Ali Cream,Large,159.92,8,0,,82068,38,Female,,Wallet,Mobile App,31,1.6,124,23.2,71.8,4,0,Traditional,KSA,0,4,179.11
107980,24/03/2024 02:45,Mansoura-Mashaya,Rice Pudding Nuts,Large,173.29,8,0,,59102,,Male,,Wallet,Talabat,19,4.1,147,20.3,74.9,5,0,Traditional,Delta,1,2,194.08
100307,04/01/2024 04:30,Giza-Zayed,Ice Cream Mango,Large,91.63,9,0,None,76270,29,Male,Bronze,Credit Card,Mobile App,91,1.1,138,23.6,80.2,3,0,Ice Cream,Greater Cairo,0,4,115.45
104791,19/02/2024 21:30,Cairo-Nasr City,Rice Pudding Nuts,Medium,75.21,10,0,Lotus,77014,45,Female,Bronze,Wallet,ElMenus,50,8.6,108,41.4,53.7,5,0,Traditional,Greater Cairo,0,21,105.29
102357,25/01/2024 13:00,Tanta-Saeed,Sweet Koshary Mix,Large,101.34,6,0.05,Lotus,63560,69,Female,Gold,Cash,In-store,106,13.2,139,37.1,23.6,1,0,Signature,Delta,0,13,85.13
101928,21/01/2024 01:45,Alex-Stanly,Om Ali Cream,Small,166.39,2,0,Lotus,53378,70,Male,Gold,Wallet,Mobile App,106,6.2,140,24.3,52.5,,0,Traditional,Alexandria,1,1,46.59
109940,13/04/2024 12:45,Giza-Zayed,Qishtouza Nutella,Small,95.89,6,0,Lotus,62792,,Female,Silver,Instapay,ElMenus,112,10.4,143,44.2,73.8,4,0,Modern,Greater Cairo,1,12,80.55
103428,05/02/2024 16:45,Cairo-Nasr City,Qishtouza Nutella,Large,113.8,5,0.1,Nutella,77506,54,Female,Silver,Cash,In-store,15,5.4,138,19,62.7,,0,Modern,Greater Cairo,0,16,79.66
103639,07/02/2024 21:30,Cairo-Zamalek,Qishtouza Lotus,Medium,73.95,6,0,Pistachio,70461,72,Female,Bronze,Cash,In-store,30,2.5,103,40.7,49.9,2,0,Modern,Greater Cairo,0,21,62.12
101267,14/01/2024 04:30,Dubai-Marina,Om Ali Cream,Medium,52.3,2,0,Nuts,60525,67,Female,Bronze,Cash,Mobile App,54,11.4,111,39.1,68.8,4,0,Traditional,UAE,1,4,14.64
101561,17/01/2024 06:00,Alex-Stanly,Super B.Laban,Medium,144.72,10,0,,84821,39,Male,Bronze,Cash,ElMenus,62,3.2,111,22.4,67.1,5,0,Signature,Alexandria,0,6,202.61
107180,15/03/2024 18:45,Mansoura-Mashaya,Rice Pudding Nuts,Large,155.66,1,0,Nutella,68113,52,,Bronze,Wallet,Talabat,108,11.8,142,23.9,65,4,0,Traditional,Delta,1,18,21.79
104110,12/02/2024 19:15,Cairo-Nasr City,Super B.Laban,Small,129.09,7,0,Nutella,89210,54,,Gold,Instapay,In-store,101,12.6,121,23.8,85.5,5,0,Signature,Greater Cairo,0,19,126.51
107868,22/03/2024 22:45,Mansoura-Mashaya,Super B.Laban,Medium,98.89,9,0,Nuts,74849,,Male,Gold,Instapay,Mobile App,28,7.7,136,40.4,62.7,1,0,Signature,Delta,1,22,124.6
104905,21/02/2024 02:00,Dubai-Marina,Rice Pudding Nuts,Large,164.96,8,0,None,84003,26,,Gold,Credit Card,Mobile App,104,12.8,102,22.6,84.3,4,0,Traditional,UAE,0,2,184.76
107295,16/03/2024 23:30,Cairo-Zamalek,Rice Pudding Oven,Medium,78.97,7,0,Lotus,72596,59,Male,None,Instapay,In-store,104,1,115,36.6,64.6,3,0,Traditional,Greater Cairo,1,23,77.39
100515,06/01/2024 08:30,Cairo-Zamalek,Rice Pudding Oven,Medium,124.94,6,0,None,64082,34,Male,None,Cash,ElMenus,17,3.1,129,42.3,30.2,,0,Traditional,Greater Cairo,1,8,104.95
100895,10/01/2024 07:30,Giza-Zayed,Rice Pudding Oven,Medium,74.37,2,0.15,None,81903,,,Gold,Instapay,In-store,108,14.6,146,27.1,87.3,2,0,Traditional,Greater Cairo,0,7,20.82
100022,01/01/2024 05:15,Mansoura-Mashaya,Sweet Koshary Mix,Small,84.78,6,0,,89071,,Female,,Wallet,Talabat,112,13.9,108,24.8,62.9,5,0,Signature,Delta,0,5,71.22
100900,10/01/2024 08:45,Alex-Stanly,Qishtouza Nutella,Medium,110.51,8,0,Pistachio,73125,34,Female,,Wallet,ElMenus,117,12.8,115,26.1,84.6,2,0,Modern,Alexandria,0,8,123.77
100208,03/01/2024 03:45,Giza-Zayed,Super B.Laban,Small,133.94,10,0,None,68770,,Male,,Wallet,In-store,105,0.9,144,31.2,41.3,1,0,Signature,Greater Cairo,0,3,187.52
100459,05/01/2024 18:30,Alex-Stanly,Qishtouza Lotus,Small,94.05,1,0.1,Nutella,58578,31,,Gold,Credit Card,ElMenus,55,7.3,119,31.4,85.1,1,0,Modern,Alexandria,1,18,13.17
102431,26/01/2024 07:30,Giza-Zayed,Qishtouza Lotus,Large,114.44,3,0,None,62353,70,Female,Silver,Wallet,Talabat,10,11.8,116,18,20.3,3,0,Modern,Greater Cairo,1,7,48.06
108443,28/03/2024 22:30,Cairo-Zamalek,Rice Pudding Nuts,Large,133.83,8,0,Nuts,53470,21,Male,,Credit Card,In-store,24,14.1,137,29.5,63.2,2,0,Traditional,Greater Cairo,0,22,149.89
103390,05/02/2024 07:15,Cairo-Zamalek,Qishtouza Nutella,Small,73.35,11,0,Pistachio,87957,61,Female,Gold,Instapay,In-store,37,4.3,102,39.1,75.2,5,0,Modern,Greater Cairo,0,7,112.96
103912,10/02/2024 17:45,Tanta-Saeed,Super B.Laban,Small,162.96,2,0,,82346,61,Male,Silver,Cash,Talabat,17,10.1,139,16.1,65.8,,0,Signature,Delta,1,17,45.63
105384,26/02/2024 01:45,Giza-Zayed,Rice Pudding Oven,Large,76.94,3,0.1,,77819,70,Male,None,Credit Card,ElMenus,24,13,129,30.6,25.6,2,0,Traditional,Greater Cairo,0,1,32.31
100553,06/01/2024 18:00,Mansoura-Mashaya,Om Ali Cream,Medium,46.28,2,0,Nuts,88718,70,Female,None,Instapay,ElMenus,18,2.6,111,32.2,47.3,2,0,Traditional,Delta,1,18,12.96
103145,02/02/2024 18:00,Alex-Stanly,Super B.Laban,Small,161.63,3,0.05,Pistachio,55653,72,Male,Silver,Wallet,Talabat,43,0.9,108,37.6,49,1,0,Signature,Alexandria,1,18,67.88
106918,13/03/2024 01:15,Cairo-Nasr City,Ice Cream Mango,Medium,55.55,4,0,Nuts,81096,51,Female,None,Cash,In-store,72,9.7,105,27.8,33.2,4,1,Ice Cream,Greater Cairo,0,1,31.11
102057,22/01/2024 10:00,Cairo-Zamalek,Qishtouza Nutella,Large,79.77,4,0,,57062,22,Female,Bronze,Instapay,ElMenus,95,8.5,145,17.8,51.8,2,0,Modern,Greater Cairo,0,10,44.67
101926,21/01/2024 01:15,Mansoura-Mashaya,Rice Pudding Oven,Large,80.86,6,0,Pistachio,76881,23,Female,Silver,Cash,ElMenus,20,1.4,114,26.8,24.7,5,0,Traditional,Delta,1,1,67.92
100635,07/01/2024 14:30,Cairo-Zamalek,Om Ali Cream,Medium,58.81,11,0.1,Nuts,88453,16,Female,Bronze,Cash,ElMenus,29,13.2,128,36.4,76.9,3,0,Traditional,Greater Cairo,1,14,90.57
106083,04/03/2024 08:30,Tanta-Saeed,Ice Cream Mango,Medium,43.91,11,0,Pistachio,67979,68,Female,,Wallet,In-store,30,3.6,140,40.5,71.8,2,0,Ice Cream,Delta,0,8,67.62
109271,06/04/2024 13:30,Cairo-Zamalek,Rice Pudding Nuts,Medium,109.29,9,0.1,Nutella,53516,,Female,None,Wallet,Talabat,58,10.6,145,18.6,85.6,,0,Traditional,Greater Cairo,1,13,137.71
109679,10/04/2024 19:30,Cairo-Zamalek,Ice Cream Mango,Small,158.06,1,0,Pistachio,51996,17,Male,Bronze,Credit Card,ElMenus,19,8.2,115,16.1,49.7,5,0,Ice Cream,Greater Cairo,0,19,22.13
100106,02/01/2024 02:15,Cairo-Zamalek,Om Ali Cream,Medium,58.37,10,0.05,Nutella,59834,27,Male,None,Instapay,Talabat,99,8.7,126,32.5,70,3,0,Traditional,Greater Cairo,0,2,81.72
103042,01/02/2024 16:15,Giza-Zayed,Om Ali Cream,Medium,68.33,1,0.1,,57421,68,,Bronze,Instapay,Mobile App,33,13.3,110,18,70.8,2,0,Traditional,Greater Cairo,0,16,9.57
101710,18/01/2024 19:15,Tanta-Saeed,Rice Pudding Nuts,Medium,161.1,9,0,Pistachio,89330,65,Female,None,Credit Card,In-store,11,9.9,143,20.5,86.8,4,0,Traditional,Delta,0,19,202.99
100090,01/01/2024 22:15,Cairo-Zamalek,Qishtouza Lotus,Medium,109.94,7,0,Nutella,56520,28,Male,Gold,Instapay,Mobile App,37,3.9,131,30.2,62.2,3,0,Modern,Greater Cairo,0,22,107.74
107015,14/03/2024 01:30,Riyadh-Olaya,Sweet Koshary Mix,Medium,169.7,1,0,Pistachio,86167,51,Male,Silver,Cash,In-store,107,7,122,33.7,75.7,5,0,Signature,KSA,0,1,23.76
103175,03/02/2024 01:30,Alex-Stanly,Qishtouza Lotus,Medium,156.37,3,0.05,Nuts,71335,,Male,None,Cash,In-store,76,13.9,119,33.5,80.8,4,0,Modern,Alexandria,1,1,65.68
100918,10/01/2024 13:15,Giza-Zayed,Ice Cream Mango,Medium,140.76,10,0,Pistachio,87257,16,Male,Gold,Credit Card,In-store,35,2.3,149,40.6,61.3,,0,Ice Cream,Greater Cairo,0,13,197.06
107834,22/03/2024 14:15,Alex-Stanly,Sweet Koshary Mix,Medium,166.95,4,0,Nuts,78778,27,Female,Gold,Instapay,Talabat,111,2.6,114,17.2,32.5,1,0,Signature,Alexandria,1,14,93.49
106733,11/03/2024 03:00,Cairo-Nasr City,Super B.Laban,Medium,115.99,6,0,Nuts,56181,62,Female,None,Instapay,In-store,32,7.8,110,16.9,24.4,,0,Signature,Greater Cairo,0,3,97.43
101950,21/01/2024 07:15,Dubai-Marina,Sweet Koshary Mix,Large,133.05,4,0,None,57406,26,Female,Gold,Credit Card,In-store,15,9.7,111,38.4,22.5,,0,Signature,UAE,1,7,74.51
106369,07/03/2024 08:00,Riyadh-Olaya,Ice Cream Mango,Medium,84.05,5,0,Lotus,86566,74,Female,,Instapay,In-store,42,4.5,103,18.4,79.8,2,0,Ice Cream,KSA,0,8,58.84
100002,01/01/2024 00:15,Giza-Zayed,Ice Cream Mango,Medium,65.83,6,0,Nutella,75762,43,Male,Gold,Instapay,In-store,22,6.4,138,41.1,33.1,2,0,Ice Cream,Greater Cairo,0,0,55.3
108033,24/03/2024 16:00,Tanta-Saeed,Rice Pudding Nuts,Large,107.81,9,0.15,Lotus,52840,30,Male,Silver,Wallet,ElMenus,91,5.6,105,16.7,51.4,3,0,Traditional,Delta,1,16,135.84
106048,03/03/2024 23:45,Alex-Stanly,Qishtouza Lotus,Small,116.87,2,0.15,Nuts,86142,54,,Silver,Cash,In-store,102,3.3,115,35.9,33.8,3,0,Modern,Alexandria,1,23,32.72
102721,29/01/2024 08:00,Tanta-Saeed,Om Ali Cream,Medium,122.28,11,0,Nutella,89323,35,Male,None,Wallet,Talabat,45,10.1,134,39.4,20.5,,0,Traditional,Delta,0,8,188.31
109813,12/04/2024 05:00,Riyadh-Olaya,Qishtouza Nutella,Large,160.45,11,0.15,Nuts,86104,,Male,Silver,Wallet,Mobile App,100,4,118,20.3,66.5,5,0,Modern,KSA,1,5,247.09
103118,02/02/2024 11:15,Cairo-Zamalek,Om Ali Cream,Medium,130.82,9,0,Nutella,50648,43,Male,None,Cash,In-store,39,2.2,146,31.5,86.4,5,0,Traditional,Greater Cairo,1,11,164.83
109466,08/04/2024 14:15,Dubai-Marina,Ice Cream Mango,Medium,87.37,7,0.15,Nuts,60517,12,Female,Gold,Instapay,Mobile App,105,10.8,107,17.4,38.2,5,0,Ice Cream,UAE,0,14,85.62
103763,09/02/2024 04:30,Dubai-Marina,Qishtouza Lotus,Small,179.21,6,0,None,66993,63,Female,,Instapay,Talabat,15,2.4,111,19.3,64.2,1,0,Modern,UAE,1,4,150.54
100214,03/01/2024 05:15,Dubai-Marina,Sweet Koshary Mix,Medium,88.36,6,0.15,None,63241,61,Male,Silver,Wallet,Mobile App,28,14.8,102,24.7,38.7,4,0,Signature,UAE,0,5,74.22
100779,09/01/2024 02:30,Riyadh-Olaya,Qishtouza Nutella,Large,139.63,2,0,None,81545,,Male,Gold,Cash,ElMenus,55,4.6,103,16.8,76.1,1,0,Modern,KSA,0,2,39.1
103497,06/02/2024 10:00,Cairo-Zamalek,Rice Pudding Oven,Large,140.01,1,0,None,78723,24,Male,Silver,Credit Card,Talabat,36,3.8,149,23.8,56,2,0,Traditional,Greater Cairo,0,10,19.6
108818,01/04/2024 20:15,Alex-Stanly,Rice Pudding Oven,Small,129.57,7,0,Nutella,63263,,Male,Bronze,Instapay,Talabat,115,9.7,101,27.7,84,4,1,Traditional,Alexandria,0,20,126.98
102044,22/01/2024 06:45,Alex-Stanly,Qishtouza Nutella,Medium,100.08,5,0,Nuts,53214,59,Male,Gold,Cash,Mobile App,91,13.3,147,41.3,65.8,5,0,Modern,Alexandria,0,6,70.06
105421,26/02/2024 11:00,Cairo-Nasr City,Sweet Koshary Mix,Medium,166.28,9,0,None,58071,21,,Bronze,Credit Card,Talabat,71,9.2,110,22,41,1,0,Signature,Greater Cairo,0,11,209.51
106155,05/03/2024 02:30,Cairo-Zamalek,Rice Pudding Oven,Medium,64.23,10,0,None,58989,24,Male,Bronze,Credit Card,In-store,73,9.3,123,42,66,1,0,Traditional,Greater Cairo,0,2,89.92
108358,28/03/2024 01:15,Mansoura-Mashaya,Sweet Koshary Mix,Medium,66.86,6,0,Lotus,54852,65,Male,,Credit Card,ElMenus,110,12.2,126,44.7,63.1,5,0,Signature,Delta,0,1,56.16
108708,31/03/2024 16:45,Dubai-Marina,Qishtouza Nutella,Large,156.73,8,0,Nutella,75408,71,Male,Silver,Wallet,ElMenus,61,7.6,105,41,54.6,1,0,Modern,UAE,1,16,175.54
108466,29/03/2024 04:15,Alex-Stanly,Rice Pudding Oven,Large,70.49,11,0,Nuts,50769,39,Male,Bronze,Wallet,ElMenus,94,7.8,145,34.5,85.8,5,0,Traditional,Alexandria,1,4,108.55
104168,13/02/2024 09:45,Giza-Zayed,Qishtouza Nutella,Large,150.55,6,0,Pistachio,84514,,Female,None,Cash,Mobile App,116,9.5,135,28.3,45,4,0,Modern,Greater Cairo,0,9,126.46
103789,09/02/2024 11:00,Cairo-Zamalek,Qishtouza Nutella,Large,62.05,8,0.15,Nuts,71426,48,Male,None,Instapay,Mobile App,67,9.7,107,41,36.7,5,0,Modern,Greater Cairo,1,11,69.5
100584,07/01/2024 01:45,Cairo-Zamalek,Super B.Laban,Medium,71.32,1,0,Pistachio,58215,36,Male,None,Credit Card,In-store,83,7.6,108,27.6,69.9,5,0,Signature,Greater Cairo,1,1,9.98
109912,13/04/2024 05:45,Dubai-Marina,Rice Pudding Nuts,Small,65.33,11,0.1,Nutella,67073,35,Female,None,Cash,Mobile App,19,11.1,103,21.7,80.1,1,0,Traditional,UAE,1,5,100.61
109987,14/04/2024 00:30,Mansoura-Mashaya,Sweet Koshary Mix,Medium,128.01,5,0,None,62090,37,Male,Gold,Instapay,Talabat,10,4.1,141,30.1,44.7,,0,Signature,Delta,1,0,89.61
100117,02/01/2024 05:00,Cairo-Nasr City,Sweet Koshary Mix,Small,86.34,2,0.05,Pistachio,59737,66,Male,Gold,Wallet,In-store,63,10.2,101,19.4,49.8,3,0,Signature,Greater Cairo,0,5,24.18
106645,10/03/2024 05:00,Riyadh-Olaya,Ice Cream Mango,Medium,55.25,7,0,Lotus,89856,21,,Gold,Instapay,In-store,91,2.1,130,30.9,37.2,3,0,Ice Cream,KSA,1,5,54.14
109034,04/04/2024 02:15,Alex-Stanly,Sweet Koshary Mix,Medium,131.5,4,0,Pistachio,82858,70,Male,Silver,Cash,Mobile App,77,6.5,144,29,77.3,4,0,Signature,Alexandria,0,2,73.64
109952,13/04/2024 15:45,Giza-Zayed,Qishtouza Nutella,Large,85.01,9,0,None,54695,12,Female,,Wallet,Mobile App,43,12.6,105,43,40.8,3,0,Modern,Greater Cairo,1,15,107.11
108960,03/04/2024 07:45,Dubai-Marina,Qishtouza Nutella,Large,52.33,6,0,Pistachio,83449,12,Female,Silver,Cash,ElMenus,47,7.4,121,20.8,55.3,,0,Modern,UAE,0,7,43.96
101764,19/01/2024 08:45,Dubai-Marina,Qishtouza Nutella,Medium,89.73,11,0,Nutella,51050,30,Male,Silver,Cash,In-store,31,2,114,29.5,27.1,2,0,Modern,UAE,1,8,138.18
101876,20/01/2024 12:45,Riyadh-Olaya,Sweet Koshary Mix,Large,51.4,8,0,Pistachio,78513,,Male,Silver,Wallet,In-store,27,2.4,129,35.3,27.6,1,0,Signature,KSA,1,12,57.57
103225,03/02/2024 14:00,Tanta-Saeed,Sweet Koshary Mix,Medium,71.33,6,0,Nuts,63495,73,Female,Bronze,Cash,ElMenus,74,1.8,144,37.1,28.6,1,0,Signature,Delta,1,14,59.92
100527,06/01/2024 11:30,Alex-Stanly,Rice Pudding Oven,Medium,176.76,4,0.15,None,83072,60,Female,Silver,Credit Card,Talabat,97,5.9,127,37.7,65.1,2,0,Traditional,Alexandria,1,11,98.99
107726,21/03/2024 11:15,Dubai-Marina,Super B.Laban,Large,49.56,5,0,Pistachio,57943,,Male,Silver,Credit Card,In-store,44,0.7,143,31.1,80.2,3,0,Signature,UAE,0,11,34.69
102947,31/01/2024 16:30,Mansoura-Mashaya,Rice Pudding Nuts,Medium,128.74,1,0,None,65204,44,Male,Bronze,Cash,Mobile App,95,12.5,112,15,68.8,4,0,Traditional,Delta,0,16,18.02
104474,16/02/2024 14:15,Riyadh-Olaya,Super B.Laban,Large,64.52,10,0.1,Nutella,51634,59,Male,None,Cash,In-store,98,13.5,117,19.6,43.4,2,0,Signature,KSA,1,14,90.33
105656,28/02/2024 21:45,Tanta-Saeed,Om Ali Cream,Medium,162.54,10,0,Lotus,68848,48,Male,Silver,Wallet,ElMenus,68,5.4,102,40,38.7,1,0,Traditional,Delta,0,21,227.56
106060,04/03/2024 02:45,Dubai-Marina,Rice Pudding Nuts,Small,89.54,3,0.15,,73744,64,Female,None,Wallet,Mobile App,102,13.1,138,19.8,22,2,0,Traditional,UAE,0,2,37.61
100960,10/01/2024 23:45,Dubai-Marina,Rice Pudding Nuts,Large,86.73,10,0.05,Pistachio,72407,34,Female,None,Credit Card,Talabat,27,2.6,125,22.9,20.4,2,0,Traditional,UAE,0,23,121.42
106343,07/03/2024 01:30,Cairo-Nasr City,Qishtouza Nutella,Large,166.42,5,0,None,68972,67,Male,Silver,Wallet,Mobile App,20,5.7,140,29.2,27.3,2,0,Modern,Greater Cairo,0,1,116.49
103634,07/02/2024 20:15,Riyadh-Olaya,Om Ali Cream,Medium,116.28,11,0,Nutella,56210,69,Male,Silver,Cash,ElMenus,90,8.4,115,43.4,83.7,3,0,Traditional,KSA,0,20,179.07
101051,11/01/2024 22:30,Cairo-Zamalek,Rice Pudding Oven,Small,115.31,11,0,Lotus,73140,37,Female,Silver,Credit Card,ElMenus,80,13.4,101,16.1,70.8,2,0,Traditional,Greater Cairo,0,22,177.58
103381,05/02/2024 05:00,Mansoura-Mashaya,Rice Pudding Nuts,Small,158.8,6,0,Lotus,71786,36,Male,Bronze,Instapay,ElMenus,24,11.5,111,37.5,81.3,4,0,Traditional,Delta,0,5,133.39
103677,08/02/2024 07:00,Riyadh-Olaya,Sweet Koshary Mix,Medium,80.14,2,0,,62248,30,Female,Silver,Credit Card,ElMenus,34,9.4,110,25.4,50.8,1,1,Signature,KSA,0,7,22.44
