Transaction_ID,Date_Time,Branch,Product_Name,Size,Unit_Price,Quantity,Discount_Rate,Topping_Type,Customer_ID,Customer_Age,Customer_Gender,Membership_Status,Payment_Method,Order_Source,Delivery_Time_Min,Delivery_Distance_KM,Staff_ID,Temperature_Celsius,Humidity_Percent,Store_Rating,Is_Public_Holiday,Category,Region,Is_Weekend,Hour_of_Day,Tax_Amount,Total_Revenue,Year,month,day,Shift,Discount_Group,Temperature_Group
101602,2024-01-17 16:15:00,Dubai-Marina,Rice Pudding Nuts,Large,161.42,1,0.0,Nutella,76014,26.0,Female,Gold,Cash,In-store,92,7.0,134,30.1,86.2,3.0,0,Traditional,UAE,0,16,22.6,184.01999999999998,2024,1,17,Afternoon,No Discount,Hot
109865,2024-04-12 18:00:00,Giza-Zayed,Ice Cream Mango,Large,177.93,2,0.0,Nuts,86274,64.0,Male,Gold,Wallet,ElMenus,99,5.1,103,32.5,40.0,3.0,0,Ice Cream,Greater Cairo,1,18,49.82,405.68,2024,4,12,Evening,No Discount,Hot
108360,2024-03-28 01:45:00,Cairo-Nasr City,Rice Pudding Nuts,Small,173.46,11,0.0,Lotus,56778,52.0,Male,Gold,Cash,Mobile App,89,3.3,106,34.1,28.1,5.0,0,Traditional,Greater Cairo,0,1,267.13,2175.19,2024,3,28,Late Night,No Discount,Hot
105783,2024-03-01 05:30:00,Cairo-Zamalek,Qishtouza Lotus,Medium,43.07,10,0.0,none,65230,43.5,Female,Gold,Credit Card,Mobile App,95,10.1,110,22.5,48.8,2.0,0,Modern,Greater Cairo,1,5,60.3,491.0,2024,3,1,Morning,No Discount,Moderate
104577,2024-02-17 16:00:00,Cairo-Nasr City,Rice Pudding Oven,Large,86.25,5,0.0,none,77440,43.5,Male,Unknown,Wallet,ElMenus,104,11.5,127,37.8,35.7,4.0,0,Traditional,Greater Cairo,1,16,60.38,491.63,2024,2,17,Afternoon,No Discount,Hot
107972,2024-03-24 00:45:00,Cairo-Zamalek,Rice Pudding Oven,Medium,9999.99,3,0.0,none,80378,66.0,Female,Silver,Instapay,Mobile App,63,9.7,105,36.0,80.2,4.0,0,Traditional,Greater Cairo,1,0,63.1,30063.07,2024,3,24,Late Night,No Discount,Hot
103726,2024-02-08 19:15:00,Riyadh-Olaya,Rice Pudding Oven,Large,119.33,11,0.15,Pistachio,80854,15.0,Female,Gold,Instapay,Talabat,80,2.9,149,15.2,79.1,1.0,0,Traditional,KSA,0,19,183.77,1496.3999999999999,2024,2,8,Evening,Medium Discount,Cold
102557,2024-01-27 15:00:00,Riyadh-Olaya,Rice Pudding Oven,Medium,42.87,9,0.0,none,71219,36.0,Male,Gold,Instapay,In-store,92,1.8,101,22.6,39.0,1.0,0,Traditional,KSA,1,15,54.02,439.84999999999997,2024,1,27,Afternoon,No Discount,Moderate
102786,2024-01-30 00:15:00,Riyadh-Olaya,Qishtouza Lotus,Large,76.66,3,0.15,Pistachio,59290,57.0,Female,Gold,Cash,ElMenus,37,4.5,102,23.6,77.7,2.0,0,Modern,KSA,0,0,32.2,262.18,2024,1,30,Late Night,Medium Discount,Moderate
101524,2024-01-16 20:45:00,Mansoura-Mashaya,Ice Cream Mango,Small,55.45,10,0.0,Nuts,57766,16.0,Female,Gold,Cash,ElMenus,88,14.5,106,26.0,67.5,4.0,0,Ice Cream,Delta,0,20,77.63,632.13,2024,1,16,Evening,No Discount,Hot
107718,2024-03-21 09:15:00,Cairo-Zamalek,Super B.Laban,Medium,43.85,1,0.0,Pistachio,73012,73.0,Female,Unknown,Cash,ElMenus,91,8.3,111,20.6,61.2,4.0,0,Signature,Greater Cairo,0,9,6.14,49.99,2024,3,21,Morning,No Discount,Moderate
102508,2024-01-27 02:45:00,Tanta-Saeed,Qishtouza Nutella,Large,149.46,6,0.15,Lotus,79259,42.0,Male,Gold,Instapay,In-store,17,5.2,135,42.8,29.8,5.0,0,Modern,Delta,1,2,125.55,1022.31,2024,1,27,Late Night,Medium Discount,Hot
102832,2024-01-30 11:45:00,Cairo-Zamalek,Ice Cream Mango,Small,95.64,3,0.0,Lotus,73575,52.0,Female,Silver,Credit Card,In-store,21,1.9,138,42.3,37.6,3.0,0,Ice Cream,Greater Cairo,0,11,40.17,327.09000000000003,2024,1,30,Morning,No Discount,Hot
101013,2024-01-11 13:00:00,Tanta-Saeed,Ice Cream Mango,Large,155.58,3,0.0,none,50734,43.5,Female,Silver,Cash,In-store,103,7.9,141,42.4,26.2,3.0,0,Ice Cream,Delta,0,13,65.34,532.08,2024,1,11,Afternoon,No Discount,Hot
105281,2024-02-25 00:00:00,Tanta-Saeed,Qishtouza Lotus,Large,117.36,6,0.0,none,51385,42.0,Female,Unknown,Instapay,ElMenus,50,6.6,110,18.5,35.1,5.0,1,Modern,Delta,1,0,98.58,802.74,2024,2,25,Late Night,No Discount,Cold
104896,2024-02-20 23:45:00,Cairo-Zamalek,Om Ali Cream,Small,96.17,11,0.05,Nuts,76864,43.5,Female,Unknown,Credit Card,Mobile App,86,13.3,113,26.7,46.9,3.0,0,Traditional,Greater Cairo,0,23,148.1,1205.97,2024,2,20,Late Night,Low Discount,Hot
101767,2024-01-19 09:30:00,Tanta-Saeed,Rice Pudding Oven,Medium,179.65,10,0.1,Nutella,86067,67.0,Female,Unknown,Credit Card,Mobile App,31,6.0,132,20.3,44.5,1.0,0,Traditional,Delta,1,9,251.51,2048.01,2024,1,19,Morning,Medium Discount,Moderate
104552,2024-02-17 09:45:00,Alex-Stanly,Qishtouza Lotus,Small,147.84,8,0.0,Nuts,66537,57.0,Male,Gold,Wallet,Mobile App,46,0.6,135,29.9,53.1,3.0,0,Modern,Alexandria,1,9,165.58,1348.3,2024,2,17,Morning,No Discount,Hot
107122,2024-03-15 04:15:00,Cairo-Zamalek,Om Ali Cream,Medium,62.25,7,0.0,none,88539,43.5,Male,Unknown,Credit Card,ElMenus,36,14.0,114,20.7,39.0,1.0,0,Traditional,Greater Cairo,1,4,61.0,496.75,2024,3,15,Late Night,No Discount,Moderate
106550,2024-03-09 05:15:00,Mansoura-Mashaya,Om Ali Cream,Small,58.63,3,0.0,Lotus,88791,13.0,Male,Gold,Credit Card,Mobile App,91,3.7,146,40.0,56.9,5.0,0,Traditional,Delta,1,5,24.62,200.51000000000002,2024,3,9,Morning,No Discount,Hot
104038,2024-02-12 01:15:00,Riyadh-Olaya,Ice Cream Mango,Medium,48.12,10,0.1,Lotus,72347,43.5,Female,Silver,Wallet,ElMenus,50,2.5,112,35.3,25.4,5.0,0,Ice Cream,KSA,0,1,67.37,548.5699999999999,2024,2,12,Late Night,Medium Discount,Hot
108271,2024-03-27 03:30:00,Dubai-Marina,Qishtouza Lotus,Small,80.08,11,0.15,none,63420,63.0,Female,Silver,Wallet,ElMenus,93,7.9,129,16.8,77.0,1.0,0,Modern,UAE,0,3,123.32,1004.2,2024,3,27,Late Night,Medium Discount,Cold
100149,2024-01-02 13:00:00,Cairo-Nasr City,Ice Cream Mango,Large,109.12,8,0.0,Nutella,53851,43.5,Female,Gold,Instapay,Mobile App,12,13.3,126,42.8,54.4,5.0,0,Ice Cream,Greater Cairo,0,13,122.21,995.1700000000001,2024,1,2,Afternoon,No Discount,Hot
100286,2024-01-03 23:15:00,Alex-Stanly,Super B.Laban,Small,160.77,11,0.0,none,65021,60.0,Female,Unknown,Cash,Talabat,68,7.6,142,43.4,52.2,3.0,0,Signature,Alexandria,0,23,247.59,2016.06,2024,1,3,Late Night,No Discount,Hot
107801,2024-03-22 06:00:00,Tanta-Saeed,Qishtouza Lotus,Large,52.23,5,0.1,Pistachio,87716,43.0,Female,Unknown,Wallet,Mobile App,55,6.1,142,18.6,85.4,5.0,0,Modern,Delta,1,6,36.56,297.71,2024,3,22,Morning,Medium Discount,Cold
109652,2024-04-10 12:45:00,Riyadh-Olaya,Rice Pudding Nuts,Medium,129.56,8,0.0,Nutella,59912,46.0,Male,Silver,Wallet,ElMenus,90,1.7,123,20.3,40.0,4.0,0,Traditional,KSA,0,12,145.11,1181.5900000000001,2024,4,10,Afternoon,No Discount,Moderate
100364,2024-01-04 18:45:00,Cairo-Zamalek,Rice Pudding Nuts,Large,178.56,3,0.15,none,53805,32.0,Male,Bronze,Credit Card,Talabat,57,5.1,127,29.7,45.1,4.0,0,Traditional,Greater Cairo,0,18,75.0,610.6800000000001,2024,1,4,Evening,Medium Discount,Hot
105368,2024-02-25 21:45:00,Tanta-Saeed,Rice Pudding Nuts,Medium,81.33,2,0.0,Pistachio,78258,45.0,Male,Silver,Wallet,In-store,20,5.8,120,25.6,72.0,1.0,0,Traditional,Delta,1,21,22.77,185.43,2024,2,25,Evening,No Discount,Hot
109946,2024-04-13 14:15:00,Cairo-Nasr City,Rice Pudding Oven,Medium,56.41,4,0.0,Nuts,60505,41.0,Male,Bronze,Wallet,In-store,77,6.5,125,16.6,39.7,2.0,0,Traditional,Greater Cairo,1,14,31.59,257.22999999999996,2024,4,13,Afternoon,No Discount,Cold
108411,2024-03-28 14:30:00,Cairo-Zamalek,Sweet Koshary Mix,Medium,156.75,10,0.0,Nutella,74904,43.5,Female,Unknown,Cash,In-store,89,5.8,120,35.9,38.5,1.0,0,Signature,Greater Cairo,0,14,219.45,1786.95,2024,3,28,Afternoon,No Discount,Hot
109454,2024-04-08 11:15:00,Tanta-Saeed,Ice Cream Mango,Medium,76.32,10,0.05,none,57402,70.0,Female,Silver,Credit Card,Talabat,80,10.6,129,44.1,26.1,1.0,0,Ice Cream,Delta,0,11,106.85,870.05,2024,4,8,Morning,Low Discount,Hot
104726,2024-02-19 05:15:00,Alex-Stanly,Rice Pudding Nuts,Large,45.76,4,0.0,none,72197,43.5,Male,Gold,Cash,In-store,21,9.4,145,19.9,71.7,1.0,0,Traditional,Alexandria,0,5,25.63,208.67,2024,2,19,Morning,No Discount,Cold
107272,2024-03-16 17:45:00,Riyadh-Olaya,Ice Cream Mango,Large,135.54,6,0.0,Nutella,52699,67.0,Female,Gold,Credit Card,In-store,20,0.9,106,32.9,44.8,5.0,0,Ice Cream,KSA,1,17,113.85,927.09,2024,3,16,Evening,No Discount,Hot
106771,2024-03-11 12:30:00,Mansoura-Mashaya,Om Ali Cream,Large,86.39,11,0.0,Nutella,82665,43.5,Female,Gold,Cash,Mobile App,21,11.9,148,35.3,86.4,5.0,0,Traditional,Delta,0,12,133.04,1083.33,2024,3,11,Afternoon,No Discount,Hot
104444,2024-02-16 06:45:00,Giza-Zayed,Sweet Koshary Mix,Large,59.46,10,0.0,none,71167,59.0,Male,Bronze,Credit Card,Talabat,51,5.7,140,27.9,25.9,2.0,0,Signature,Greater Cairo,1,6,83.24,677.84,2024,2,16,Morning,No Discount,Hot
107447,2024-03-18 13:30:00,Riyadh-Olaya,Qishtouza Lotus,Small,166.34,6,0.0,none,73863,21.0,Female,Unknown,Credit Card,Talabat,49,1.6,137,40.4,80.4,5.0,0,Modern,KSA,0,13,139.73,1137.77,2024,3,18,Afternoon,No Discount,Hot
100237,2024-01-03 11:00:00,Tanta-Saeed,Rice Pudding Oven,Large,56.54,6,0.0,none,83592,41.0,Male,Bronze,Instapay,In-store,27,10.6,145,37.9,73.1,1.0,0,Traditional,Delta,0,11,47.49,386.73,2024,1,3,Morning,No Discount,Hot
107710,2024-03-21 07:15:00,Alex-Stanly,Super B.Laban,Small,44.25,10,0.05,none,56901,51.0,Female,Gold,Instapay,In-store,103,5.7,111,18.1,41.3,3.0,0,Signature,Alexandria,0,7,61.95,504.45,2024,3,21,Morning,Low Discount,Cold
109586,2024-04-09 20:15:00,Cairo-Zamalek,Ice Cream Mango,Large,162.46,2,0.0,Lotus,52486,30.0,Female,Unknown,Instapay,ElMenus,51,7.5,130,21.2,86.7,4.0,0,Ice Cream,Greater Cairo,0,20,45.49,370.41,2024,4,9,Evening,No Discount,Moderate
102563,2024-01-27 16:30:00,Giza-Zayed,Rice Pudding Nuts,Medium,163.99,10,0.0,Nutella,52925,38.0,Female,Unknown,Credit Card,ElMenus,91,13.6,148,38.2,45.5,3.0,0,Traditional,Greater Cairo,1,16,229.59,1869.49,2024,1,27,Afternoon,No Discount,Hot
107124,2024-03-15 04:45:00,Dubai-Marina,Qishtouza Lotus,Large,147.42,2,0.0,none,82077,68.0,Female,Silver,Wallet,ElMenus,17,11.7,119,41.4,69.7,4.0,1,Modern,UAE,1,4,41.28,336.12,2024,3,15,Late Night,No Discount,Hot
108537,2024-03-29 22:00:00,Dubai-Marina,Ice Cream Mango,Small,118.77,2,0.0,none,58147,43.5,Male,Bronze,Wallet,ElMenus,108,5.7,130,39.5,58.4,1.0,0,Ice Cream,UAE,1,22,33.26,270.8,2024,3,29,Late Night,No Discount,Hot
109603,2024-04-10 00:30:00,Giza-Zayed,Super B.Laban,Medium,89.79,11,0.0,Lotus,64838,43.5,Female,Gold,Wallet,Mobile App,85,14.6,147,43.0,72.2,5.0,0,Signature,Greater Cairo,0,0,138.28,1125.97,2024,4,10,Late Night,No Discount,Hot
105520,2024-02-27 11:45:00,Cairo-Zamalek,Ice Cream Mango,Medium,152.2,8,0.0,Pistachio,51523,52.0,Male,Gold,Credit Card,Talabat,80,0.6,103,28.7,51.1,5.0,0,Ice Cream,Greater Cairo,0,11,170.46,1388.06,2024,2,27,Morning,No Discount,Hot
109614,2024-04-10 03:15:00,Cairo-Nasr City,Rice Pudding Oven,Medium,138.43,4,0.0,Nuts,81919,14.0,Male,Unknown,Wallet,Talabat,114,7.4,101,28.3,87.5,1.0,0,Traditional,Greater Cairo,0,3,77.52,631.24,2024,4,10,Late Night,No Discount,Hot
103084,2024-02-02 02:45:00,Cairo-Nasr City,Qishtouza Lotus,Large,92.74,6,0.1,Nutella,59322,50.0,Female,Silver,Credit Card,Mobile App,98,4.4,137,39.4,63.7,3.0,0,Modern,Greater Cairo,1,2,77.9,634.3399999999999,2024,2,2,Late Night,Medium Discount,Hot
102960,2024-01-31 19:45:00,Mansoura-Mashaya,Ice Cream Mango,Large,82.56,7,0.0,Nutella,55586,69.0,Female,Gold,Instapay,Talabat,119,9.8,135,30.5,22.7,2.0,0,Ice Cream,Delta,0,19,80.91,658.83,2024,1,31,Evening,No Discount,Hot
102103,2024-01-22 21:30:00,Mansoura-Mashaya,Qishtouza Lotus,Large,58.05,11,0.15,Pistachio,51779,59.0,Female,Bronze,Credit Card,Mobile App,101,6.0,124,35.5,59.8,2.0,0,Modern,Delta,0,21,89.4,727.9499999999999,2024,1,22,Evening,Medium Discount,Hot
100633,2024-01-07 14:00:00,Mansoura-Mashaya,Super B.Laban,Medium,158.23,7,0.0,Nutella,85682,22.0,Female,Unknown,Cash,Talabat,106,10.3,118,23.6,64.6,1.0,0,Signature,Delta,1,14,155.07,1262.6799999999998,2024,1,7,Afternoon,No Discount,Moderate
106814,2024-03-11 23:15:00,Alex-Stanly,Sweet Koshary Mix,Medium,45.22,1,0.0,none,52583,44.0,Female,Bronze,Cash,In-store,34,1.9,146,27.1,86.8,1.0,0,Signature,Alexandria,0,23,6.33,51.55,2024,3,11,Late Night,No Discount,Hot
102494,2024-01-26 23:15:00,Giza-Zayed,Sweet Koshary Mix,Small,144.66,5,0.0,none,51124,68.0,Female,Bronze,Instapay,ElMenus,23,6.3,137,16.0,57.0,4.0,0,Signature,Greater Cairo,1,23,101.26,824.56,2024,1,26,Late Night,No Discount,Cold
102666,2024-01-28 18:15:00,Mansoura-Mashaya,Om Ali Cream,Medium,70.2,1,0.0,Lotus,70592,53.0,Female,Gold,Cash,Talabat,90,10.1,147,31.6,26.7,4.0,0,Traditional,Delta,1,18,9.83,80.03,2024,1,28,Evening,No Discount,Hot
108495,2024-03-29 11:30:00,Dubai-Marina,Super B.Laban,Medium,94.92,4,0.0,Pistachio,63164,56.0,Female,Unknown,Cash,Mobile App,85,12.4,101,31.3,30.5,5.0,0,Signature,UAE,1,11,53.16,432.84000000000003,2024,3,29,Morning,No Discount,Hot
108426,2024-03-28 18:15:00,Dubai-Marina,Ice Cream Mango,Medium,145.23,5,0.0,Nuts,88560,50.0,Female,Gold,Instapay,Mobile App,73,6.5,122,34.7,53.3,2.0,0,Ice Cream,UAE,0,18,101.66,827.81,2024,3,28,Evening,No Discount,Hot
109267,2024-04-06 12:30:00,Tanta-Saeed,Rice Pudding Nuts,Small,152.1,5,0.0,Pistachio,73992,44.0,Female,Unknown,Wallet,ElMenus,26,4.2,114,42.5,38.2,4.0,0,Traditional,Delta,1,12,106.47,866.97,2024,4,6,Afternoon,No Discount,Hot
104212,2024-02-13 20:45:00,Riyadh-Olaya,Rice Pudding Oven,Large,162.42,7,0.0,none,78612,43.5,Female,Bronze,Cash,Talabat,27,13.1,114,22.0,26.3,5.0,0,Traditional,KSA,0,20,159.17,1296.11,2024,2,13,Evening,No Discount,Moderate
103875,2024-02-10 08:30:00,Giza-Zayed,Sweet Koshary Mix,Medium,141.44,6,0.0,Lotus,55269,47.0,Female,Gold,Instapay,Mobile App,40,3.7,149,19.6,86.1,4.0,0,Signature,Greater Cairo,1,8,118.81,967.45,2024,2,10,Morning,No Discount,Cold
102818,2024-01-30 08:15:00,Dubai-Marina,Sweet Koshary Mix,Large,60.09,4,0.0,Pistachio,69460,71.0,Male,Unknown,Wallet,Talabat,73,3.7,114,16.5,60.5,4.0,0,Signature,UAE,0,8,33.65,274.01,2024,1,30,Morning,No Discount,Cold
108269,2024-03-27 03:00:00,Tanta-Saeed,Super B.Laban,Small,137.5,1,0.15,none,73086,61.0,Male,Unknown,Cash,Mobile App,108,0.6,103,33.2,77.2,2.0,0,Signature,Delta,0,3,19.25,156.75,2024,3,27,Late Night,Medium Discount,Hot
109816,2024-04-12 05:45:00,Cairo-Zamalek,Om Ali Cream,Medium,135.46,9,0.0,Nutella,66327,59.0,Female,Unknown,Credit Card,Talabat,74,2.7,149,18.1,59.3,5.0,0,Traditional,Greater Cairo,1,5,170.68,1389.8200000000002,2024,4,12,Morning,No Discount,Cold
107427,2024-03-18 08:30:00,Dubai-Marina,Sweet Koshary Mix,Small,132.56,7,0.0,Pistachio,80033,46.0,Female,Silver,Wallet,Mobile App,119,14.4,126,33.6,20.6,3.0,0,Signature,UAE,0,8,129.91,1057.8300000000002,2024,3,18,Morning,No Discount,Hot
108603,2024-03-30 14:30:00,Riyadh-Olaya,Rice Pudding Oven,Small,53.17,9,0.0,none,75525,12.0,Male,Unknown,Cash,Talabat,102,2.7,128,15.7,23.8,4.0,0,Traditional,KSA,1,14,66.99,545.52,2024,3,30,Afternoon,No Discount,Cold
108476,2024-03-29 06:45:00,Mansoura-Mashaya,Ice Cream Mango,Medium,64.63,11,0.0,none,58122,53.0,Female,Silver,Cash,In-store,92,5.6,147,40.7,55.8,2.0,0,Ice Cream,Delta,1,6,99.53,810.4599999999999,2024,3,29,Morning,No Discount,Hot
101736,2024-01-19 01:45:00,Riyadh-Olaya,Ice Cream Mango,Large,104.35,8,0.0,none,79703,58.0,Female,Gold,Wallet,Mobile App,117,8.0,143,27.2,51.2,2.0,0,Ice Cream,KSA,1,1,116.87,951.67,2024,1,19,Late Night,No Discount,Hot
107398,2024-03-18 01:15:00,Dubai-Marina,Om Ali Cream,Medium,172.01,9,0.15,Nuts,78606,47.0,Female,Bronze,Wallet,In-store,94,10.5,111,42.1,88.9,5.0,0,Traditional,UAE,0,1,216.73,1764.82,2024,3,18,Late Night,Medium Discount,Hot
104256,2024-02-14 07:45:00,Giza-Zayed,Qishtouza Lotus,Large,129.27,4,0.1,Lotus,61804,36.0,Male,Gold,Instapay,Talabat,30,5.3,107,29.0,63.7,4.0,0,Modern,Greater Cairo,0,7,72.39,589.47,2024,2,14,Morning,Medium Discount,Hot
108289,2024-03-27 08:00:00,Dubai-Marina,Ice Cream Mango,Large,155.2,10,0.0,Nuts,86734,51.0,Male,Bronze,Credit Card,Mobile App,12,8.6,139,33.4,56.7,3.0,0,Ice Cream,UAE,0,8,217.28,1769.28,2024,3,27,Morning,No Discount,Hot
102476,2024-01-26 18:45:00,Alex-Stanly,Ice Cream Mango,Medium,83.72,4,0.0,Pistachio,57120,36.0,Female,Gold,Credit Card,ElMenus,12,15.0,112,43.7,30.4,5.0,1,Ice Cream,Alexandria,1,18,46.88,381.76,2024,1,26,Evening,No Discount,Hot
109985,2024-04-14 00:00:00,Cairo-Zamalek,Qishtouza Nutella,Medium,61.64,7,0.15,none,55486,47.0,Male,Bronze,Credit Card,Mobile App,38,6.7,114,20.3,59.7,3.0,0,Modern,Greater Cairo,1,0,60.41,491.89,2024,4,14,Late Night,Medium Discount,Moderate
103714,2024-02-08 16:15:00,Tanta-Saeed,Ice Cream Mango,Small,117.06,1,0.1,Lotus,75410,52.0,Female,Gold,Cash,In-store,74,12.0,130,22.8,72.5,3.0,0,Ice Cream,Delta,0,16,16.39,133.45,2024,2,8,Afternoon,Medium Discount,Moderate
108979,2024-04-03 12:30:00,Giza-Zayed,Ice Cream Mango,Medium,124.41,11,0.0,none,78911,43.5,Male,Silver,Credit Card,Mobile App,38,11.3,106,25.8,26.7,3.0,0,Ice Cream,Greater Cairo,0,12,191.59,1560.1,2024,4,3,Afternoon,No Discount,Hot
101805,2024-01-19 19:00:00,Mansoura-Mashaya,Rice Pudding Oven,Large,62.55,6,0.1,Lotus,85973,42.0,Female,Bronze,Wallet,Talabat,106,10.0,106,18.7,51.4,3.0,0,Traditional,Delta,1,19,52.54,427.84,2024,1,19,Evening,Medium Discount,Cold
100708,2024-01-08 08:45:00,Riyadh-Olaya,Rice Pudding Oven,Medium,102.79,6,0.0,Pistachio,71948,44.0,Female,Bronze,Credit Card,ElMenus,69,11.2,102,44.1,31.4,5.0,0,Traditional,KSA,0,8,86.34,703.08,2024,1,8,Morning,No Discount,Hot
109192,2024-04-05 17:45:00,Giza-Zayed,Super B.Laban,Large,96.68,11,0.1,none,76416,30.0,Male,Gold,Instapay,Mobile App,81,5.1,106,43.8,80.0,2.0,0,Signature,Greater Cairo,1,17,148.89,1212.37,2024,4,5,Evening,Medium Discount,Hot
105190,2024-02-24 01:15:00,Alex-Stanly,Qishtouza Lotus,Medium,119.98,1,0.1,Nuts,77239,13.0,Female,Bronze,Credit Card,ElMenus,71,14.5,144,24.8,33.6,3.0,0,Modern,Alexandria,1,1,16.8,136.78,2024,2,24,Late Night,Medium Discount,Moderate
105473,2024-02-27 00:00:00,Riyadh-Olaya,Sweet Koshary Mix,Medium,160.06,11,0.0,none,65484,53.0,Female,Unknown,Credit Card,Mobile App,55,11.4,133,31.8,85.2,4.0,0,Signature,KSA,0,0,246.49,2007.15,2024,2,27,Late Night,No Discount,Hot
100073,2024-01-01 18:00:00,Cairo-Nasr City,Super B.Laban,Medium,105.72,5,0.0,none,67636,43.5,Female,Unknown,Credit Card,ElMenus,67,3.9,118,19.1,80.0,3.0,0,Signature,Greater Cairo,0,18,74.0,602.6,2024,1,1,Evening,No Discount,Cold
107844,2024-03-22 16:45:00,Tanta-Saeed,Rice Pudding Nuts,Medium,138.82,10,0.0,Lotus,53823,36.0,Female,Silver,Cash,ElMenus,112,13.7,133,42.4,64.8,2.0,0,Traditional,Delta,1,16,194.35,1582.5499999999997,2024,3,22,Afternoon,No Discount,Hot
105102,2024-02-23 03:15:00,Riyadh-Olaya,Qishtouza Nutella,Small,166.12,1,0.0,Pistachio,53895,15.0,Female,Silver,Instapay,ElMenus,116,3.2,112,28.3,80.8,1.0,0,Modern,KSA,1,3,23.26,189.38,2024,2,23,Late Night,No Discount,Hot
106765,2024-03-11 11:00:00,Cairo-Nasr City,Rice Pudding Nuts,Large,88.12,5,0.0,none,57873,63.0,Male,Silver,Instapay,Talabat,93,0.8,145,42.6,40.9,4.0,0,Traditional,Greater Cairo,0,11,61.68,502.28000000000003,2024,3,11,Morning,No Discount,Hot
101126,2024-01-12 17:15:00,Riyadh-Olaya,Ice Cream Mango,Large,158.51,5,0.0,Lotus,83713,27.0,Female,Gold,Cash,Mobile App,68,5.7,136,17.3,54.9,4.0,0,Ice Cream,KSA,1,17,110.96,903.51,2024,1,12,Evening,No Discount,Cold
101242,2024-01-13 22:15:00,Giza-Zayed,Ice Cream Mango,Large,94.66,7,0.0,Lotus,51709,61.0,Female,Unknown,Cash,ElMenus,87,9.6,112,22.0,72.8,1.0,0,Ice Cream,Greater Cairo,1,22,92.77,755.39,2024,1,13,Late Night,No Discount,Moderate
108254,2024-03-26 23:15:00,Giza-Zayed,Ice Cream Mango,Medium,57.61,4,0.0,none,71906,61.0,Female,Silver,Instapay,In-store,67,3.8,144,22.8,57.9,1.0,0,Ice Cream,Greater Cairo,0,23,32.26,262.7,2024,3,26,Late Night,No Discount,Moderate
102350,2024-01-25 11:15:00,Riyadh-Olaya,Super B.Laban,Small,147.03,1,0.0,none,57529,22.0,Female,Bronze,Cash,ElMenus,33,1.1,101,28.4,44.5,4.0,0,Signature,KSA,0,11,20.58,167.61,2024,1,25,Morning,No Discount,Hot
106603,2024-03-09 18:30:00,Riyadh-Olaya,Qishtouza Lotus,Medium,175.01,5,0.0,none,81623,22.0,Male,Silver,Cash,ElMenus,64,13.5,140,32.2,45.2,3.0,0,Modern,KSA,1,18,122.51,997.56,2024,3,9,Evening,No Discount,Hot
106781,2024-03-11 15:00:00,Tanta-Saeed,Rice Pudding Oven,Medium,123.81,3,0.0,none,62148,57.0,Male,Bronze,Instapay,ElMenus,84,10.3,119,19.2,63.1,2.0,0,Traditional,Delta,0,15,52.0,423.43,2024,3,11,Afternoon,No Discount,Cold
104359,2024-02-15 09:30:00,Cairo-Nasr City,Qishtouza Nutella,Large,9999.99,7,0.1,none,53973,43.5,Female,Bronze,Instapay,In-store,71,9.8,145,15.6,51.2,2.0,0,Modern,Greater Cairo,0,9,120.28,70120.20999999999,2024,2,15,Morning,Medium Discount,Cold
101344,2024-01-14 23:45:00,Cairo-Nasr City,Om Ali Cream,Large,122.01,4,0.05,Nutella,79437,23.0,Female,Unknown,Wallet,Talabat,23,7.5,135,20.4,44.2,3.0,0,Traditional,Greater Cairo,1,23,68.33,556.37,2024,1,14,Late Night,Low Discount,Moderate
109989,2024-04-14 01:00:00,Tanta-Saeed,Om Ali Cream,Medium,105.21,1,0.0,Nutella,78393,49.0,Male,Unknown,Wallet,In-store,81,12.6,129,30.4,49.5,4.0,0,Traditional,Delta,1,1,14.73,119.94,2024,4,14,Late Night,No Discount,Hot
108680,2024-03-31 09:45:00,Cairo-Zamalek,Rice Pudding Nuts,Large,64.39,4,0.05,Pistachio,70589,27.0,Female,Silver,Instapay,Mobile App,51,0.9,114,27.1,67.9,3.0,0,Traditional,Greater Cairo,1,9,36.06,293.62,2024,3,31,Morning,Low Discount,Hot
109576,2024-04-09 17:45:00,Tanta-Saeed,Ice Cream Mango,Small,132.73,1,0.15,Nuts,80100,66.0,Male,Unknown,Instapay,Talabat,14,1.6,141,27.6,38.8,1.0,0,Ice Cream,Delta,0,17,18.58,151.31,2024,4,9,Evening,Medium Discount,Hot
106653,2024-03-10 07:00:00,Dubai-Marina,Ice Cream Mango,Medium,68.2,11,0.15,Lotus,54791,61.0,Male,Gold,Credit Card,Talabat,78,7.2,133,24.1,51.9,3.0,0,Ice Cream,UAE,1,7,105.03,855.23,2024,3,10,Morning,Medium Discount,Moderate
101101,2024-01-12 11:00:00,Alex-Stanly,Sweet Koshary Mix,Medium,136.15,9,0.0,none,84747,29.0,Male,Silver,Wallet,ElMenus,37,14.3,149,22.0,49.7,2.0,0,Signature,Alexandria,1,11,171.55,1396.9,2024,1,12,Morning,No Discount,Moderate
107328,2024-03-17 07:45:00,Tanta-Saeed,Rice Pudding Nuts,Medium,154.28,8,0.0,Nuts,87680,34.0,Female,Silver,Instapay,Mobile App,78,11.3,112,23.3,31.8,5.0,0,Traditional,Delta,1,7,172.79,1407.03,2024,3,17,Morning,No Discount,Moderate
